172.26.32.36;1;172.26.32.36...;;;;3HE06797AABB0111;NS1545S1041;X-7.0.R8;1999/12/31;21:00:16
172.26.32.36;A;172.26.32.36...;;;;3HE06797AABB0111;N/A;X-7.0.R8;1999/12/31;21:00:11
172.26.34.117;1;172.26.34.117...;;;;3HE06797AABC0102;NS1649S0789;X-7.0.R3;1999/12/31;21:00:17
172.26.34.117;A;172.26.34.117...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:11
172.26.32.50;1;172.26.32.50...;;;;3HE05051ABAE0105;NS1216F1586;X-7.0.R8;2017/10/26;02:20:52
172.26.32.50;A;172.26.32.50...;;;;3HE05051ABAE0105;00001011680001933539;X-7.0.R8;2017/10/26;02:20:37
172.26.32.38;1;172.26.32.38...;;;;3HE06797AABB0111;NS1545S1204;X-7.0.R8;1999/12/31;21:00:16
172.26.41.9;1;172.26.41.9...;;;;3HE05051ABAE0105;NS1216F1682;X-7.0.R8;1999/12/31;21:00:26
172.26.32.38;A;172.26.32.38...;;;;3HE06797AABB0111;N/A;X-7.0.R8;1999/12/31;21:00:11
172.26.41.9;A;172.26.41.9...;;;;3HE05051ABAE0105;00001011680001933443;X-7.0.R8;1999/12/31;21:00:11
172.26.32.6;1;172.26.32.6...;;;;3HE05051ABAD0104;NS1145F0318;X-7.0.R8;1999/12/31;21:00:27
172.26.32.6;A;172.26.32.6...;;;;3HE05051ABAD0104;00001011540001935678;X-7.0.R8;1999/12/31;21:00:11
172.26.32.5;1;172.26.32.5...;;;;3HE05051ABAD0104;NS1140F0806;X-7.0.R8;1999/12/31;21:00:26
172.26.32.5;A;172.26.32.5...;;;;3HE05051ABAD0104;00001011540001945121;X-7.0.R8;1999/12/31;21:00:11
172.26.32.8;1;172.26.32.8...;;;;3HE05051ABAD0104;NS1145F0229;X-7.0.R8;1999/12/31;21:00:26
172.26.32.8;A;172.26.32.8...;;;;3HE05051ABAD0104;00001011540001870451;X-7.0.R8;1999/12/31;21:00:11
172.26.32.7;1;172.26.32.7...;;;;3HE05051ABAE0110;NS1146F1144;X-7.0.R8;1999/12/31;21:00:25
172.26.32.7;A;172.26.32.7...;;;;3HE05051ABAE0110;SPG2013080701067;X-7.0.R8;1999/12/31;21:00:11
172.26.32.9;1;172.26.32.9...;;;;3HE06797AABC0104;NS1719S7400;X-8.0.R2;1999/12/31;20:00:17
172.26.32.9;A;172.26.32.9...;;;;3HE06797AABC0104;N/A;X-8.0.R2;1999/12/31;20:00:12
172.26.32.246;1;172.26.32.246...;;;;3HE04699AAAA01;NS1239C0110;9-V-5.0.R2;2018/07/04;21:38:42
172.26.32.246;A;172.26.32.246...;;;;3HE04699AAAA01;serial-1;9-V-5.0.R2;2018/07/04;21:38:02
172.26.33.10;1;172.26.33.10...;;;;3HE05051ABAD0104;NS1140F1742;X-7.0.R8;2017/10/26;00:58:44
172.26.33.10;A;172.26.33.10...;;;;3HE05051ABAD0104;00001011680001911086;X-7.0.R8;2017/10/26;00:58:29
172.26.33.101;1;172.26.33.101...;;;;3HE05051ABAE0109;NS1317F0211;X-7.0.R8;2017/11/02;00:50:28
172.26.33.101;A;172.26.33.101...;;;;3HE05051ABAE0109;SPG2013030701332;X-7.0.R8;2017/11/02;00:50:14
172.26.33.102;1;172.26.33.102...;;;;3HE05051ABAD0104;NS1138F1953;X-7.0.R8;1999/12/31;21:00:26
172.26.33.102;A;172.26.33.102...;;;;3HE05051ABAD0104;00001011680001905276;X-7.0.R8;1999/12/31;21:00:11
172.26.33.103;1;172.26.33.103...;;;;3HE05051ABAD0104;NS1137F1702;X-7.0.R8;2017/10/19;01:49:01
172.26.33.103;A;172.26.33.103...;;;;3HE05051ABAD0104;00001011680001905663;X-7.0.R8;2017/10/19;01:48:46
