172.26.32.223;1/1/6;3.29;10.79
172.26.32.223;1/1/7;0.18;2.54
172.26.41.4;1/1/1;0.65;4.88
172.26.41.4;1/1/2;2.63;15.18
172.26.41.4;1/1/3;1.05;13.44
172.26.41.4;1/1/10;24.24;4.32
172.26.41.4;1/2/10;~0.00;~0.00
172.26.32.228;1/1/1;~0.00;~0.00
172.26.32.228;1/1/2;4.31;0.43
172.26.32.228;1/1/5;1.83;5.83
172.26.32.228;1/1/7;0.17;3.25
172.26.32.242;1/1/1;1.98;0.37
172.26.32.242;1/1/3;0.03;0.30
172.26.32.242;1/1/4;0.03;0.75
172.26.32.242;1/1/9;0.77;0.86
172.26.32.242;1/1/10;1.56;2.98
172.26.32.230;1/1/1;1.47;0.27
172.26.32.230;1/1/5;1.27;3.80
172.26.32.230;1/1/6;0.59;3.33
172.26.32.230;1/1/7;0.10;0.66
172.26.32.226;1/1/1;22.03;6.21
172.26.32.226;1/1/2;4.54;13.43
172.26.32.226;1/1/3;2.05;6.01
172.26.32.226;1/1/5;3.76;15.80
172.26.32.226;1/1/7;0.43;5.80
172.26.32.231;1/1/1;0.79;0.17
172.26.32.231;1/1/9;1.59;6.57
172.26.32.235;1/1/2;1.59;0.49
172.26.32.234;1/1/1;1.55;21.83
172.26.32.235;1/1/5;0.37;1.07
172.26.32.234;1/1/2;16.77;1.56
172.26.32.235;1/1/6;0.00;~0.00
172.26.32.234;1/1/5;0.07;0.15
172.26.32.235;1/1/7;0.17;1.21
172.26.32.234;1/1/6;~0.00;~0.00
172.26.32.240;1/1/1;5.11;0.88
172.26.32.240;1/1/3;0.33;4.53
172.26.32.240;1/1/9;5.35;12.02
172.26.41.5;1/1/1;5.99;1.09
172.26.41.5;1/1/2;~0.00;~0.00
172.26.41.5;1/1/3;0.31;4.74
172.26.41.5;1/1/9;5.92;22.35
172.26.32.23;1/1/1;5.47;0.88
172.26.32.23;1/1/2;~0.00;0.24
172.26.32.23;1/1/5;2.12;8.53
172.26.32.23;1/1/6;2.61;10.68
172.26.32.23;1/1/7;0.34;3.68
172.26.41.12;1/1/1;~0.00;3.25
172.26.41.12;1/1/2;9.65;1.04
172.26.41.12;1/1/3;0.49;6.11
172.26.41.12;1/1/9;4.64;8.43
172.26.32.241;1/1/1;6.87;1.25
172.26.32.241;1/1/2;0.84;5.34
172.26.32.241;1/1/3;0.02;0.24
172.26.32.241;1/1/9;2.52;6.39
172.26.41.10;1/1/1;~0.00;~0.00
172.26.41.10;1/1/2;2.73;0.64
172.26.41.10;1/1/5;3.57;17.80
172.26.41.10;1/1/7;0.20;2.58
172.26.32.238;1/1/1;3.39;0.81
172.26.32.238;1/1/2;~0.00;~0.00
172.26.32.238;1/1/3;0.15;1.97
172.26.32.238;1/1/9;2.64;6.40
172.26.32.238;1/1/10;3.29;9.81
172.26.32.24;1/1/1;0.24;~0.00
172.26.32.24;1/1/2;10.46;2.37
172.26.32.24;1/1/3;1.19;4.02
172.26.32.24;1/1/5;4.05;8.44
172.26.32.24;1/1/6;0.68;6.35
172.26.41.6;1/1/1;4.51;1.17
172.26.41.6;1/1/2;~0.00;~0.00
172.26.41.6;1/1/9;9.39;41.43
172.26.41.15;1/1/5;0.29;0.12
172.26.41.15;1/1/6;~0.00;0.04
172.26.41.15;1/1/7;1.03;2.12
172.26.41.16;1/1/1;5.23;2.03
172.26.41.16;1/1/2;0.17;0.28
172.26.41.16;1/1/3;0.62;1.27
172.26.41.8;1/1/1;1.74;8.61
172.26.41.16;1/1/4;0.03;0.43
172.26.41.8;1/1/2;12.59;2.63
172.26.41.16;1/1/9;9.80;24.13
172.26.41.8;1/1/3;3.08;39.86
172.26.41.16;1/1/10;0.01;0.01
172.26.41.8;1/1/9;5.08;17.38
172.26.32.28;1/1/1;~0.00;~0.00
172.26.32.28;1/1/2;1.09;0.44
172.26.32.28;1/1/5;2.79;14.68
172.26.32.28;1/1/6;1.54;1.99
172.26.34.113;1/1/1;0.12;0.08
172.26.34.113;1/1/5;0.82;1.17
172.26.41.11;1/1/1;1.38;0.62
172.26.41.11;1/1/2;2.46;~0.00
172.26.41.11;1/1/3;0.30;3.92
172.26.41.11;1/1/9;2.46;15.76
172.26.41.7;1/1/1;0.00;0.00
172.26.41.7;1/1/2;1.18;3.85
172.26.41.7;1/1/3;10.50;1.92
172.26.41.7;1/1/4;0.00;~0.00
172.26.41.7;1/1/5;2.44;9.07
172.26.41.7;1/1/6;1.23;4.52
172.26.41.7;1/1/7;0.27;1.98
172.26.32.29;1/1/1;0.00;~0.00
172.26.32.29;1/1/2;5.45;0.81
172.26.32.29;1/1/5;3.80;7.44
172.26.32.29;1/1/7;0.42;2.96
172.26.32.26;1/1/1;2.35;11.08
172.26.32.26;1/1/2;17.25;3.64
172.26.32.26;1/1/5;3.83;10.86
172.26.32.26;1/1/6;1.88;5.08
172.26.32.26;1/1/7;0.39;3.55
172.26.32.31;1/1/1;1.76;0.58
172.26.32.31;1/1/2;0.26;0.88
172.26.32.31;1/1/5;2.09;3.36
172.26.32.31;1/1/7;0.12;3.24
172.26.32.27;1/1/1;4.80;1.32
172.26.32.27;1/1/2;~0.00;~0.00
172.26.32.27;1/1/5;6.41;17.45
172.26.32.27;1/1/6;2.69;12.89
172.26.32.27;1/1/7;0.57;0.78
172.26.32.32;1/1/1;3.76;0.65
172.26.32.32;1/1/2;~0.00;~0.00
172.26.32.32;1/1/5;4.38;12.67
172.26.32.32;1/1/7;0.22;3.04
172.26.34.114;1/1/1;1.88;0.33
172.26.34.114;1/1/4;0.09;1.50
172.26.34.114;1/1/9;1.55;2.34
172.26.32.246;1/1/1;~0.00;~0.00
172.26.32.33;1/1/1;0.55;0.25
172.26.32.33;1/1/2;~0.00;~0.00
172.26.32.33;1/1/3;~0.00;0.01
172.26.32.33;1/1/9;2.42;14.26
172.26.32.34;1/1/1;2.26;0.45
172.26.32.34;1/1/2;~0.00;~0.00
172.26.32.34;1/1/3;0.12;1.73
172.26.32.34;1/1/9;2.64;6.58
172.26.34.117;1/1/1;1.40;0.18
172.26.34.117;1/1/3;0.07;0.97
172.26.34.117;1/1/9;1.03;1.51
172.26.32.36;1/1/1;0.72;0.24
172.26.32.36;1/1/2;~0.00;~0.00
172.26.32.36;1/1/3;0.10;0.75
172.26.32.36;1/1/9;1.26;3.87
172.26.32.35;1/1/1;0.54;1.81
172.26.32.35;1/1/2;5.60;0.93
172.26.32.35;1/1/3;0.23;2.93
172.26.32.35;1/1/9;2.05;13.31
172.26.32.38;1/1/1;3.02;0.75
172.26.32.38;1/1/2;0.26;1.01
172.26.32.50;1/1/1;3.83;1.06
172.26.32.38;1/1/4;0.26;2.94
172.26.32.50;1/1/2;0.76;4.97
172.26.32.50;1/1/5;2.65;7.92
172.26.32.38;1/1/9;1.97;3.88
172.26.32.50;1/1/7;~0.00;~0.00
172.26.32.6;1/1/1;1.36;5.91
172.26.32.6;1/1/2;11.83;2.42
172.26.32.6;1/1/5;7.81;19.47
172.26.32.6;1/1/7;0.35;3.51
172.26.32.7;1/1/1;~0.00;~0.00
172.26.32.7;1/1/2;0.60;0.25
172.26.32.7;1/1/5;1.57;2.94
172.26.32.7;1/1/7;0.09;1.25
172.26.32.5;1/1/1;~0.00;~0.00
172.26.32.5;1/1/2;7.85;1.18
172.26.32.5;1/1/5;3.88;6.03
172.26.32.5;1/1/6;1.67;9.76
172.26.32.5;1/1/7;0.52;5.34
172.26.32.8;1/1/1;8.08;1.40
172.26.32.8;1/1/2;0.81;8.05
172.26.32.8;1/1/4;0.10;1.84
172.26.32.8;1/1/5;1.56;5.32
172.26.32.8;1/1/6;2.16;8.79
172.26.34.115;1/1/1;19.30;3.96
172.26.34.115;1/1/2;1.83;11.83
172.26.34.115;1/1/3;0.33;1.88
172.26.34.115;1/1/4;1.34;5.96
172.26.34.115;1/1/5;0.08;0.11
172.26.41.9;1/1/1;~0.00;~0.00
172.26.34.115;1/1/6;2.10;16.16
172.26.41.9;1/1/3;6.72;1.53
172.26.34.115;1/1/7;0.27;4.87
172.26.41.9;1/1/4;~0.00;~0.00
172.26.34.115;1/1/8;0.99;4.38
172.26.41.9;1/1/5;9.10;29.86
172.26.34.115;1/1/11;0.00;~0.00
172.26.41.9;1/1/6;0.00;0.00
172.26.41.9;1/1/7;0.51;3.18
172.26.32.44;1/1/1;~0.00;~0.00
172.26.32.44;1/1/2;~0.00;~0.00
172.26.32.44;1/1/3;~0.00;~0.00
172.26.32.44;1/1/4;~0.00;~0.00
172.26.32.44;1/1/5;0.05;0.02
172.26.32.44;1/1/6;~0.00;~0.00
172.26.32.44;1/1/7;0.02;0.03
172.26.32.44;1/1/8;0.01;0.04
172.26.32.44;1/1/9;0.01;0.04
172.26.32.44;1/1/10;0.01;0.03
172.26.32.44;1/1/11;0.01;0.05
172.26.32.44;1/1/12;0.05;0.05
172.26.33.101;1/1/1;~0.00;~0.00
172.26.33.101;1/1/2;5.88;1.01
172.26.33.101;1/1/5;7.06;18.70
172.26.33.101;1/1/7;0.28;3.66
172.26.33.103;1/1/1;9.81;1.64
172.26.33.103;1/1/2;0.65;4.52
172.26.33.103;1/1/5;5.54;18.05
172.26.33.103;1/1/7;0.20;1.71
172.26.33.10;1/1/1;3.32;2.26
172.26.33.10;1/1/2;5.48;~0.00
172.26.33.10;1/1/5;10.97;23.12
172.26.33.10;1/1/6;4.31;18.79
172.26.33.10;1/1/7;0.43;5.48
172.26.33.11;1/1/1;5.40;0.70
172.26.33.11;1/1/2;0.41;2.70
172.26.33.11;1/1/5;1.53;9.19
172.26.33.11;1/1/7;0.11;1.23
172.26.33.121;1/1/1;5.31;1.99
172.26.33.121;1/1/5;10.52;15.48
172.26.33.121;1/1/7;0.48;4.62
172.26.33.102;1/1/1;4.05;0.72
172.26.33.102;1/1/2;~0.00;~0.00
172.26.33.102;1/1/5;3.46;14.10
172.26.33.102;1/1/6;0.65;0.80
172.26.33.102;1/1/7;0.32;3.18
172.26.32.46;1/1/1;7.78;1.11
172.26.32.46;1/1/2;~0.00;~0.00
172.26.32.46;1/1/3;0.69;6.16
172.26.32.46;1/1/9;3.10;12.99
172.26.33.104;1/1/1;1.02;5.77
172.26.33.104;1/1/2;10.31;1.49
172.26.33.104;1/1/5;1.18;1.38
172.26.33.104;1/1/6;~0.00;~0.00
172.26.33.104;1/1/7;0.21;2.24
172.26.32.9;1/1/1;16.14;3.96
172.26.32.9;1/1/2;2.51;9.88
172.26.32.9;1/1/3;0.45;5.01
172.26.32.9;1/1/4;0.21;1.45
172.26.32.9;1/1/9;3.67;6.11
172.26.32.9;1/1/10;3.06;6.07
172.26.32.9;1/1/11;0.91;3.63
172.26.33.122;1/1/1;3.34;0.76
172.26.33.122;1/1/5;3.66;12.87
172.26.33.122;1/1/6;1.93;2.96
172.26.33.122;1/1/7;0.22;3.52
172.26.33.12;1/1/1;~0.00;~0.00
172.26.33.12;1/1/2;3.73;0.63
172.26.33.12;1/1/4;0.40;1.91
172.26.33.12;1/1/9;1.08;1.08
172.26.33.12;1/1/10;0.32;0.85
172.26.33.123;1/1/1;1.84;1.24
172.26.33.123;1/1/5;8.03;7.78
172.26.33.123;1/1/6;1.97;5.95
172.26.33.123;1/1/7;0.06;0.42
172.26.33.112;1/1/1;1.84;0.49
172.26.33.112;1/1/2;~0.00;~0.00
172.26.33.112;1/1/3;0.16;1.99
172.26.33.112;1/1/5;~0.00;~0.00
172.26.33.112;1/1/9;3.70;12.83
172.26.33.129;1/1/1;4.46;1.97
172.26.33.129;1/1/2;0.66;1.97
172.26.33.129;1/1/5;6.91;16.69
172.26.33.129;1/1/7;0.34;3.00
172.26.33.130;1/1/1;0.62;3.36
172.26.33.130;1/1/2;3.32;0.88
172.26.33.130;1/1/5;1.54;2.96
172.26.33.130;1/1/6;0.52;1.02
172.26.33.124;1/1/1;3.19;1.85
172.26.33.124;1/1/3;0.57;0.57
172.26.33.124;1/1/5;5.57;8.06
172.26.33.124;1/1/7;0.13;1.30
172.26.33.131;1/1/1;1.48;7.99
172.26.33.131;1/1/2;12.02;1.94
172.26.33.131;1/1/5;3.66;14.12
172.26.33.131;1/1/7;0.13;2.74
172.26.33.133;1/1/1;0.06;0.11
172.26.33.133;1/1/2;1.95;0.49
172.26.33.133;1/1/5;0.08;0.01
172.26.33.133;1/1/7;0.18;2.63
172.26.33.163;1/1/1;0.57;0.55
172.26.33.163;1/1/4;0.49;0.28
172.26.33.134;1/1/1;~0.00;~0.00
172.26.33.134;1/1/2;0.12;0.06
172.26.33.134;1/1/5;0.42;0.57
172.26.33.134;1/1/6;0.16;0.40
172.26.33.137;1/1/1;1.24;0.15
172.26.33.137;1/1/2;~0.00;~0.00
172.26.33.137;1/1/5;1.80;10.07
172.26.33.132;1/1/1;1.41;0.27
172.26.33.132;1/1/2;~0.00;~0.00
172.26.33.132;1/1/5;1.00;1.12
172.26.33.132;1/1/6;0.28;0.40
172.26.33.132;1/1/7;0.12;1.08
172.26.33.161;1/1/1;~0.00;~0.00
172.26.33.161;1/1/2;2.08;0.49
172.26.33.161;1/1/3;0.16;1.40
172.26.33.161;1/1/9;2.36;6.25
172.26.33.135;1/1/4;0.05;0.44
172.26.33.135;1/1/5;1.11;2.29
172.26.33.135;1/1/6;21.83;3.37
172.26.33.135;1/1/7;0.79;3.92
172.26.32.3;1/1/1;0.90;3.71
172.26.32.3;1/1/2;3.83;17.98
172.26.32.3;1/1/3;2.31;6.01
172.26.32.3;1/1/4;0.28;0.89
172.26.32.3;1/1/5;1.79;8.73
172.26.32.3;1/1/6;1.60;4.27
172.26.32.3;1/1/7;0.71;3.15
172.26.32.3;1/1/9;40.30;9.59
172.26.32.3;1/1/10;0.67;3.82
172.26.32.3;2/1/1;1.38;10.67
172.26.32.3;2/1/6;1.16;6.24
172.26.32.3;2/1/7;0.45;2.40
172.26.32.3;2/1/8;~0.00;~0.00
172.26.32.3;2/1/9;1.28;4.32
172.26.32.3;2/1/10;35.59;7.40
172.26.32.3;2/2/1;~0.00;~0.00
172.26.33.136;1/1/1;~0.00;~0.00
172.26.33.136;1/1/2;0.09;0.01
172.26.33.136;1/1/5;0.04;0.11
172.26.33.136;1/1/7;~0.00;~0.00
172.26.39.72;1/1/1;~0.00;~0.00
172.26.33.139;1/1/1;1.22;0.39
172.26.33.139;1/1/2;~0.00;~0.00
172.26.33.139;1/1/5;2.85;9.41
172.26.33.139;1/1/7;0.06;0.44
172.26.33.142;1/1/5;3.69;12.05
172.26.33.142;1/1/6;1.54;0.46
172.26.33.142;1/1/7;0.18;1.53
172.26.33.99;1/1/1;0.49;2.10
172.26.33.99;1/1/2;5.34;0.89
172.26.33.99;1/1/9;0.79;3.49
172.26.32.4;1/1/1;2.48;13.39
172.26.32.4;1/1/2;3.37;16.34
172.26.32.4;1/1/3;1.07;7.72
172.26.32.4;1/1/4;1.35;8.44
172.26.32.4;1/1/5;3.56;18.34
172.26.32.4;1/1/6;~0.00;~0.00
172.26.32.4;1/1/7;0.88;3.67
172.26.32.4;1/1/9;43.06;8.31
172.26.32.4;1/1/10;~0.00;~0.00
172.26.32.4;1/2/1;~0.00;~0.00
172.26.32.4;2/1/1;0.25;2.66
172.26.32.4;2/1/6;1.50;6.95
172.26.32.4;2/1/7;~0.00;~0.00
172.26.32.4;2/1/8;3.78;21.03
172.26.32.4;2/1/9;~0.00;~0.00
172.26.32.4;2/1/10;56.04;9.64
172.26.33.141;1/1/1;4.14;1.16
172.26.33.141;1/1/2;0.32;0.73
172.26.33.141;1/1/5;6.95;17.70
172.26.33.141;1/1/7;0.10;1.47
172.26.33.14;1/1/1;10.53;1.67
172.26.33.14;1/1/2;0.55;2.90
172.26.33.14;1/1/3;0.49;5.85
172.26.33.14;1/1/9;1.62;12.23
172.26.33.14;1/1/10;2.45;6.55
172.26.33.140;1/1/1;0.67;0.98
172.26.33.140;1/1/7;0.55;0.56
172.26.33.140;1/1/8;~0.00;0.01
172.26.33.140;1/2/7;5.82;~0.00
172.26.33.140;1/3/7;0.09;0.16
172.26.33.140;1/3/8;0.09;0.78
172.26.33.140;1/4/7;0.14;0.51
172.26.33.140;1/4/8;0.07;0.36
172.26.33.144;1/1/1;0.01;0.14
172.26.33.144;1/1/2;0.21;~0.00
172.26.33.144;1/1/5;1.29;2.43
172.26.33.151;1/1/1;4.65;1.38
172.26.33.151;1/1/2;1.25;3.81
172.26.33.151;1/1/3;0.01;0.15
172.26.33.151;1/1/9;1.56;8.41
172.26.33.164;1/1/1;1.24;0.35
172.26.33.164;1/1/2;2.31;~0.00
172.26.33.164;1/1/3;1.46;10.08
172.26.33.164;1/1/9;1.79;10.57
172.26.33.145;1/1/1;~0.00;5.87
172.26.33.145;1/1/2;5.59;0.35
172.26.33.145;1/1/3;0.06;0.40
172.26.33.145;1/1/9;2.15;7.08
172.26.33.148;1/1/1;0.52;1.88
172.26.33.148;1/1/2;10.02;1.69
172.26.33.148;1/1/3;0.49;7.95
172.26.33.148;1/1/9;6.66;9.52
172.26.33.16;1/1/1;0.25;1.07
172.26.33.16;1/1/2;2.95;0.63
172.26.33.16;1/1/5;1.61;20.22
172.26.33.16;1/1/6;1.83;5.48
172.26.33.147;1/1/1;12.72;2.96
172.26.33.147;1/1/2;2.60;5.42
172.26.33.147;1/1/3;0.53;5.83
172.26.33.147;1/1/9;4.21;7.49
172.26.33.147;1/1/10;3.69;12.62
172.26.33.185;1/1/1;~0.00;~0.00
172.26.33.185;1/1/2;2.94;0.37
172.26.33.185;1/1/5;3.02;6.51
172.26.33.185;1/1/7;0.11;2.19
172.26.33.165;1/1/1;0.92;0.23
172.26.33.165;1/1/3;0.05;0.71
172.26.33.165;1/1/4;0.18;0.42
172.26.33.15;1/1/1;2.79;0.53
172.26.33.15;1/1/2;~0.00;~0.00
172.26.33.15;1/1/5;1.48;14.08
172.26.33.15;1/1/6;1.68;5.80
172.26.33.15;1/1/7;0.13;0.62
172.26.33.162;1/1/1;0.01;0.66
172.26.33.162;1/1/2;2.25;0.37
172.26.33.162;1/1/3;0.11;0.92
172.26.33.162;1/1/9;2.18;5.32
172.26.33.186;1/1/7;16.45;7.13
172.26.33.186;1/1/8;4.79;4.65
172.26.33.186;1/2/7;3.47;~0.00
172.26.33.186;1/2/8;0.98;1.74
